Date,Symbol,High,Low,Open,Close,Volume
2022-02-09,ATNF,65.0,62.400001525878906,62.599998474121094,65.0,4220
2022-02-10,ATNF,69.80000305175781,62.599998474121094,64.80000305175781,68.0,20205
2022-02-11,ATNF,68.80000305175781,62.0,67.5999984741211,63.0,17065
2022-02-14,ATNF,64.80000305175781,62.0,63.400001525878906,63.400001525878906,10205
2022-02-15,ATNF,65.80000305175781,64.0,64.30000305175781,65.4000015258789,5670
2022-02-16,ATNF,71.4000015258789,65.19999694824219,65.19999694824219,69.5999984741211,17290
2022-02-17,ATNF,71.13999938964844,64.5,70.5999984741211,65.0,11010
2022-02-18,ATNF,67.36000061035156,62.0,64.4000015258789,62.400001525878906,10435
2022-02-22,ATNF,67.0,62.20000076293945,64.0,65.0,16905
2022-02-23,ATNF,65.5999984741211,61.0,65.5999984741211,61.20000076293945,11175
2022-02-24,ATNF,64.19999694824219,59.0,60.0,63.400001525878906,12065
2022-02-25,ATNF,64.19999694824219,61.880001068115234,63.400001525878906,63.599998474121094,3665
2022-02-28,ATNF,66.4000015258789,62.79999923706055,63.599998474121094,63.79999923706055,6090
2022-03-01,ATNF,65.80000305175781,61.599998474121094,62.79999923706055,63.599998474121094,6780
2022-03-02,ATNF,64.0,61.0,64.0,61.400001525878906,10675
2022-03-03,ATNF,62.599998474121094,59.20000076293945,62.0,61.20000076293945,7085
2022-03-04,ATNF,62.79999923706055,59.79999923706055,61.79999923706055,60.0,7865
2022-03-07,ATNF,61.779998779296875,58.0,59.0,58.20000076293945,9865
2022-03-08,ATNF,60.0,54.0,58.0,58.20000076293945,19445
2022-03-09,ATNF,61.380001068115234,58.20000076293945,58.79999923706055,59.79999923706055,5245
2022-03-10,ATNF,61.400001525878906,58.0,58.0,60.400001525878906,5755
2022-03-11,ATNF,60.400001525878906,56.599998474121094,60.400001525878906,57.400001525878906,8475
2022-03-14,ATNF,57.20000076293945,53.400001525878906,56.79999923706055,53.400001525878906,8775
2022-03-15,ATNF,55.400001525878906,50.400001525878906,55.20000076293945,51.599998474121094,8215
2022-03-16,ATNF,57.20000076293945,52.400001525878906,53.0,55.20000076293945,8505
2022-03-17,ATNF,58.0,54.0,54.0,55.20000076293945,7225
2022-03-18,ATNF,60.400001525878906,55.400001525878906,55.400001525878906,59.20000076293945,14520
2022-03-21,ATNF,59.79999923706055,56.20000076293945,58.0,57.20000076293945,5975
2022-03-22,ATNF,61.599998474121094,56.599998474121094,56.599998474121094,59.79999923706055,5965
2022-03-23,ATNF,61.20000076293945,58.0,59.20000076293945,58.400001525878906,4075
2022-03-24,ATNF,60.439998626708984,57.400001525878906,58.0,57.400001525878906,5610
2022-03-25,ATNF,57.79999923706055,54.20000076293945,57.79999923706055,54.400001525878906,12015
2022-03-28,ATNF,55.18000030517578,52.0,54.20000076293945,53.0,14585
2022-03-29,ATNF,54.20000076293945,51.79999923706055,54.20000076293945,53.400001525878906,10375
2022-03-30,ATNF,55.97999954223633,52.0,53.400001525878906,52.20000076293945,4640
2022-03-31,ATNF,54.880001068115234,50.0,54.0,51.79999923706055,10810
2022-04-01,ATNF,55.20000076293945,50.0,54.400001525878906,50.599998474121094,8095
2022-04-04,ATNF,51.20000076293945,47.79999923706055,50.400001525878906,50.20000076293945,22695
2022-04-05,ATNF,52.0,46.400001525878906,51.79999923706055,48.400001525878906,14640
2022-04-06,ATNF,48.0,44.599998474121094,48.0,45.79999923706055,13050
2022-04-07,ATNF,47.0,42.599998474121094,46.0,44.20000076293945,17590
2022-04-08,ATNF,44.70000076293945,39.599998474121094,44.0,42.400001525878906,32770
2022-04-11,ATNF,43.20000076293945,41.400001525878906,41.400001525878906,42.400001525878906,6140
2022-04-12,ATNF,44.0,39.0,42.400001525878906,39.400001525878906,24020
2022-04-13,ATNF,41.29999923706055,38.400001525878906,40.0,40.0,14930
2022-04-14,ATNF,41.20000076293945,38.400001525878906,40.400001525878906,39.20000076293945,18295
2022-04-18,ATNF,40.040000915527344,36.0,39.20000076293945,37.20000076293945,21955
2022-04-19,ATNF,38.0,35.0,38.0,36.599998474121094,18115
2022-04-20,ATNF,37.400001525878906,35.20000076293945,36.0,37.0,10330
2022-04-21,ATNF,37.20000076293945,34.20000076293945,36.599998474121094,34.79999923706055,20560
2022-04-22,ATNF,36.0,33.20000076293945,35.400001525878906,34.400001525878906,11225
2022-04-25,ATNF,34.400001525878906,33.0,33.400001525878906,33.400001525878906,14115
2022-04-26,ATNF,35.400001525878906,29.0,33.20000076293945,29.600000381469727,26825
2022-04-27,ATNF,33.400001525878906,30.0,30.200000762939453,32.599998474121094,15655
2022-04-28,ATNF,34.79999923706055,30.0,33.79999923706055,34.599998474121094,28385
2022-04-29,ATNF,45.0,36.20000076293945,36.599998474121094,42.400001525878906,111735
2022-05-02,ATNF,42.0,32.599998474121094,41.400001525878906,33.599998474121094,146810
2022-05-03,ATNF,31.799999237060547,24.200000762939453,31.600000381469727,26.600000381469727,168040
2022-05-04,ATNF,28.799999237060547,25.200000762939453,26.0,27.600000381469727,41420
2022-05-05,ATNF,27.600000381469727,25.0,27.600000381469727,25.600000381469727,23450
2022-05-06,ATNF,26.200000762939453,24.0,25.399999618530273,26.200000762939453,17445
2022-05-09,ATNF,24.799999237060547,20.0,24.600000381469727,21.600000381469727,41040
2022-05-10,ATNF,23.079999923706055,20.200000762939453,21.600000381469727,22.600000381469727,10320
2022-05-11,ATNF,22.0,20.0,22.0,21.0,12660
2022-05-12,ATNF,22.0,20.0,21.0,22.0,9305
2022-05-13,ATNF,25.600000381469727,22.040000915527344,23.0,25.200000762939453,15705
2022-05-16,ATNF,28.600000381469727,24.399999618530273,25.200000762939453,26.399999618530273,16645
2022-05-17,ATNF,28.200000762939453,24.200000762939453,27.0,25.200000762939453,11080
2022-05-18,ATNF,29.0,24.799999237060547,25.200000762939453,28.600000381469727,11860
2022-05-19,ATNF,29.600000381469727,27.0,28.399999618530273,27.200000762939453,8630
2022-05-20,ATNF,28.200000762939453,24.399999618530273,27.200000762939453,25.399999618530273,7355
2022-05-23,ATNF,26.799999237060547,25.579999923706055,26.600000381469727,26.0,5355
2022-05-24,ATNF,25.600000381469727,24.200000762939453,25.600000381469727,24.799999237060547,3485
2022-05-25,ATNF,25.600000381469727,24.0,24.799999237060547,25.0,3240
2022-05-26,ATNF,26.799999237060547,24.799999237060547,25.399999618530273,26.399999618530273,6165
2022-05-27,ATNF,27.399999618530273,25.200000762939453,26.0,27.399999618530273,7345
2022-05-31,ATNF,33.0,27.899999618530273,28.399999618530273,32.400001525878906,26595
2022-06-01,ATNF,48.79999923706055,31.399999618530273,31.799999237060547,42.599998474121094,135190
2022-06-02,ATNF,44.400001525878906,39.20000076293945,41.599998474121094,40.20000076293945,27430
2022-06-03,ATNF,39.79999923706055,36.20000076293945,38.79999923706055,36.79999923706055,15540
2022-06-06,ATNF,34.0,32.0,33.400001525878906,33.0,13635
2022-06-07,ATNF,37.599998474121094,31.799999237060547,33.0,36.599998474121094,15295
2022-06-08,ATNF,38.0,35.20000076293945,37.20000076293945,36.599998474121094,8725
2022-06-09,ATNF,36.20000076293945,29.600000381469727,35.400001525878906,30.399999618530273,15830
2022-06-10,ATNF,32.20000076293945,29.200000762939453,30.0,31.399999618530273,16375
2022-06-13,ATNF,30.799999237060547,26.399999618530273,30.799999237060547,27.0,12410
2022-06-14,ATNF,31.0,26.0,27.0,26.799999237060547,40075
2022-06-15,ATNF,18.84000015258789,16.200000762939453,16.299999237060547,17.68000030517578,78610
2022-06-16,ATNF,17.559999465942383,15.800000190734863,17.260000228881836,17.200000762939453,21080
2022-06-17,ATNF,17.8799991607666,16.600000381469727,17.0,16.760000228881836,12110
2022-06-21,ATNF,18.100000381469727,16.200000762939453,18.0,16.219999313354492,18980
2022-06-22,ATNF,17.399999618530273,16.399999618530273,16.799999237060547,16.760000228881836,8890
2022-06-23,ATNF,17.899999618530273,17.200000762939453,17.399999618530273,17.399999618530273,11210
2022-06-24,ATNF,18.600000381469727,17.600000381469727,18.399999618530273,18.299999237060547,8640
2022-06-27,ATNF,18.799999237060547,17.399999618530273,18.399999618530273,17.780000686645508,6165
2022-06-28,ATNF,18.15999984741211,16.540000915527344,17.780000686645508,16.84000015258789,5120
2022-06-29,ATNF,17.020000457763672,16.059999465942383,16.700000762939453,16.559999465942383,2670
2022-06-30,ATNF,17.760000228881836,16.0,17.200000762939453,16.959999084472656,6345
2022-07-01,ATNF,17.600000381469727,16.81999969482422,17.200000762939453,17.399999618530273,3930
2022-07-05,ATNF,18.200000762939453,17.0,17.600000381469727,18.020000457763672,4950
2022-07-06,ATNF,19.0,18.0,18.579999923706055,18.200000762939453,5390
2022-07-07,ATNF,19.399999618530273,18.0,18.0,19.200000762939453,6240
2022-07-08,ATNF,20.799999237060547,19.100000381469727,19.399999618530273,20.0,5105
2022-07-11,ATNF,20.399999618530273,20.0,20.0,20.200000762939453,4415
2022-07-12,ATNF,22.0,20.0,22.0,20.799999237060547,4700
2022-07-13,ATNF,21.399999618530273,20.0,20.399999618530273,20.799999237060547,3505
2022-07-14,ATNF,21.600000381469727,20.860000610351562,21.0,21.399999618530273,5725
2022-07-15,ATNF,27.799999237060547,21.399999618530273,22.0,22.799999237060547,59240
2022-07-18,ATNF,23.0,19.799999237060547,19.799999237060547,22.200000762939453,17580
2022-07-19,ATNF,25.0,21.0,22.600000381469727,24.200000762939453,11660
2022-07-20,ATNF,26.0,23.600000381469727,23.600000381469727,24.799999237060547,7065
2022-07-21,ATNF,26.600000381469727,24.799999237060547,25.0,26.200000762939453,10065
2022-07-22,ATNF,25.979999542236328,23.0,25.399999618530273,24.0,6980
2022-07-25,ATNF,25.0,22.959999084472656,25.0,23.0,2460
2022-07-26,ATNF,23.899999618530273,21.860000610351562,23.200000762939453,22.200000762939453,3950
2022-07-27,ATNF,22.799999237060547,21.600000381469727,22.600000381469727,22.0,5275
2022-07-28,ATNF,23.899999618530273,20.600000381469727,21.600000381469727,23.399999618530273,4235
2022-07-29,ATNF,23.200000762939453,21.799999237060547,21.799999237060547,21.799999237060547,3350
2022-08-01,ATNF,23.399999618530273,21.799999237060547,22.0,22.799999237060547,4295
2022-08-02,ATNF,24.399999618530273,21.600000381469727,21.600000381469727,23.799999237060547,4815
2022-08-03,ATNF,25.200000762939453,23.200000762939453,24.399999618530273,24.399999618530273,5415
2022-08-04,ATNF,26.0,24.0,25.200000762939453,25.600000381469727,5315
2022-08-05,ATNF,26.0,24.18000030517578,24.799999237060547,25.399999618530273,9105
2022-08-08,ATNF,25.799999237060547,22.299999237060547,25.799999237060547,23.399999618530273,10515
2022-08-09,ATNF,23.399999618530273,22.200000762939453,23.399999618530273,22.200000762939453,2785
2022-08-10,ATNF,23.600000381469727,21.600000381469727,22.600000381469727,22.079999923706055,5025
2022-08-11,ATNF,23.0,21.0,23.0,21.399999618530273,6905
2022-08-12,ATNF,23.799999237060547,21.399999618530273,23.799999237060547,22.799999237060547,4370
2022-08-15,ATNF,23.200000762939453,21.600000381469727,23.200000762939453,22.799999237060547,4810
2022-08-16,ATNF,23.0,21.0,23.0,21.600000381469727,9040
2022-08-17,ATNF,22.399999618530273,20.0,21.600000381469727,20.600000381469727,8160
2022-08-18,ATNF,20.799999237060547,19.18000030517578,20.200000762939453,19.600000381469727,7360
2022-08-19,ATNF,20.399999618530273,18.459999084472656,20.0,19.0,6355
2022-08-22,ATNF,18.700000762939453,16.420000076293945,17.399999618530273,17.0,65380
2022-08-23,ATNF,17.559999465942383,16.0,17.399999618530273,16.979999542236328,11720
2022-08-24,ATNF,19.5,16.0,17.540000915527344,19.139999389648438,11630
2022-08-25,ATNF,19.600000381469727,17.959999084472656,19.399999618530273,18.040000915527344,3835
2022-08-26,ATNF,18.8799991607666,17.0,18.219999313354492,17.18000030517578,11000
2022-08-29,ATNF,17.8799991607666,16.799999237060547,17.360000610351562,17.020000457763672,3535
2022-08-30,ATNF,17.399999618530273,16.059999465942383,17.399999618530273,16.34000015258789,9160
2022-08-31,ATNF,18.0,16.399999618530273,16.399999618530273,17.020000457763672,6195
2022-09-01,ATNF,17.600000381469727,16.600000381469727,17.0,17.299999237060547,6585
2022-09-02,ATNF,17.799999237060547,16.399999618530273,17.420000076293945,16.68000030517578,8570
2022-09-06,ATNF,17.799999237060547,16.0,17.0,16.1200008392334,4315
2022-09-07,ATNF,16.399999618530273,15.4399995803833,16.200000762939453,15.979999542236328,7010
2022-09-08,ATNF,16.799999237060547,15.199999809265137,15.800000190734863,16.5,4215
2022-09-09,ATNF,17.399999618530273,16.200000762939453,16.5,16.84000015258789,4010
2022-09-12,ATNF,18.65999984741211,16.81999969482422,16.81999969482422,17.68000030517578,8800
2022-09-13,ATNF,17.600000381469727,16.219999313354492,17.579999923706055,16.34000015258789,4495
2022-09-14,ATNF,17.399999618530273,16.059999465942383,17.0,16.059999465942383,30465
2022-09-15,ATNF,17.0,15.680000305175781,16.18000030517578,16.200000762939453,7205
2022-09-16,ATNF,16.399999618530273,15.399999618530273,16.0,16.200000762939453,6760
2022-09-19,ATNF,16.200000762939453,15.0,15.760000228881836,15.0,6910
2022-09-20,ATNF,14.800000190734863,12.600000381469727,14.800000190734863,13.420000076293945,16555
2022-09-21,ATNF,14.800000190734863,13.0600004196167,14.0,13.5600004196167,5955
2022-09-22,ATNF,15.539999961853027,12.460000038146973,13.720000267028809,14.199999809265137,18320
2022-09-23,ATNF,14.220000267028809,12.800000190734863,14.220000267028809,13.819999694824219,4220
2022-09-26,ATNF,14.0,12.640000343322754,14.0,13.619999885559082,8350
2022-09-27,ATNF,14.420000076293945,12.619999885559082,13.399999618530273,14.039999961853027,2585
2022-09-28,ATNF,14.600000381469727,13.640000343322754,14.15999984741211,13.979999542236328,1410
2022-09-29,ATNF,14.600000381469727,12.899999618530273,14.600000381469727,13.579999923706055,1505
2022-09-30,ATNF,14.640000343322754,13.039999961853027,13.479999542236328,13.300000190734863,1285
2022-10-03,ATNF,14.399999618530273,12.739999771118164,14.399999618530273,13.399999618530273,4350
2022-10-04,ATNF,14.680000305175781,13.399999618530273,14.0,13.819999694824219,8350
2022-10-05,ATNF,13.960000038146973,12.880000114440918,13.720000267028809,13.420000076293945,2550
2022-10-06,ATNF,14.0,13.0,14.0,13.0600004196167,2450
2022-10-07,ATNF,18.0,11.600000381469727,13.4399995803833,12.0,140920
2022-10-10,ATNF,11.720000267028809,10.0,11.720000267028809,10.819999694824219,14380
2022-10-11,ATNF,11.359999656677246,10.100000381469727,10.199999809265137,10.760000228881836,9140
2022-10-12,ATNF,11.199999809265137,10.0,11.199999809265137,10.760000228881836,5855
2022-10-13,ATNF,11.539999961853027,10.020000457763672,11.539999961853027,10.880000114440918,10635
2022-10-14,ATNF,11.020000457763672,10.0,10.720000267028809,10.199999809265137,5900
2022-10-17,ATNF,11.140000343322754,10.020000457763672,10.359999656677246,10.699999809265137,8885
2022-10-18,ATNF,11.920000076293945,9.779999732971191,11.920000076293945,10.380000114440918,31790
2022-10-19,ATNF,10.199999809265137,9.600000381469727,10.199999809265137,9.699999809265137,7880
2022-10-20,ATNF,10.600000381469727,9.039999961853027,9.600000381469727,10.020000457763672,14205
2022-10-21,ATNF,10.399999618530273,9.600000381469727,10.399999618530273,9.979999542236328,3760
2022-10-24,ATNF,10.199999809265137,9.600000381469727,10.15999984741211,9.619999885559082,4510
2022-10-25,ATNF,10.260000228881836,9.020000457763672,9.800000190734863,9.399999618530273,7650
2022-10-26,ATNF,9.979999542236328,9.199999809265137,9.979999542236328,9.399999618530273,4230
2022-10-27,ATNF,9.979999542236328,8.899999618530273,9.979999542236328,9.020000457763672,4295
2022-10-28,ATNF,9.720000267028809,8.800000190734863,9.600000381469727,9.079999923706055,8825
2022-10-31,ATNF,9.800000190734863,9.020000457763672,9.020000457763672,9.359999656677246,6645
2022-11-01,ATNF,9.899999618530273,8.699999809265137,9.65999984741211,9.380000114440918,12735
2022-11-02,ATNF,9.579999923706055,7.980000019073486,9.399999618530273,8.420000076293945,6460
2022-11-03,ATNF,8.800000190734863,8.420000076293945,8.800000190734863,8.4399995803833,3655
2022-11-04,ATNF,9.0,8.220000267028809,9.0,8.680000305175781,5750
2022-11-07,ATNF,8.5600004196167,7.139999866485596,8.399999618530273,7.800000190734863,14180
2022-11-08,ATNF,8.0,7.21999979019165,8.0,7.420000076293945,5790
2022-11-09,ATNF,7.800000190734863,7.0,7.400000095367432,7.0,6325
2022-11-10,ATNF,8.0,7.019999980926514,8.0,7.239999771118164,8890
2022-11-11,ATNF,7.800000190734863,7.039999961853027,7.039999961853027,7.480000019073486,5850
2022-11-14,ATNF,7.900000095367432,7.300000190734863,7.900000095367432,7.760000228881836,3655
2022-11-15,ATNF,9.399999618530273,7.400000095367432,7.900000095367432,8.680000305175781,14485
2022-11-16,ATNF,9.300000190734863,7.800000190734863,8.600000381469727,8.520000457763672,6175
2022-11-17,ATNF,9.779999732971191,8.399999618530273,8.399999618530273,9.579999923706055,6670
2022-11-18,ATNF,11.180000305175781,9.319999694824219,9.579999923706055,10.539999961853027,11565
2022-11-21,ATNF,10.539999961853027,8.859999656677246,10.300000190734863,9.180000305175781,3480
2022-11-22,ATNF,10.0,8.65999984741211,9.399999618530273,8.779999732971191,4565
2022-11-23,ATNF,8.859999656677246,8.0,8.760000228881836,8.859999656677246,1510
2022-11-25,ATNF,9.359999656677246,8.800000190734863,9.359999656677246,9.0,1230
2022-11-28,ATNF,9.819999694824219,8.800000190734863,8.819999694824219,9.0,2225
2022-11-29,ATNF,9.0,8.0,9.0,8.380000114440918,5470
2022-11-30,ATNF,8.699999809265137,8.319999694824219,8.399999618530273,8.319999694824219,4610
2022-12-01,ATNF,9.0,8.199999809265137,8.199999809265137,8.399999618530273,4455
2022-01-03,SPY,477.8500061035156,473.8500061035156,476.29998779296875,477.7099914550781,72668200.0
2022-01-04,SPY,479.9800109863281,475.5799865722656,479.2200012207031,477.54998779296875,71178700.0
2022-01-05,SPY,477.9800109863281,468.2799987792969,477.1600036621094,468.3800048828125,104538900.0
2022-01-06,SPY,470.82000732421875,465.42999267578125,467.8900146484375,467.94000244140625,86858900.0
2022-01-07,SPY,469.20001220703125,464.6499938964844,467.95001220703125,466.0899963378906,85111600.0
2022-01-10,SPY,465.739990234375,456.6000061035156,462.70001220703125,465.510009765625,119362000.0
2022-01-11,SPY,469.8500061035156,462.04998779296875,465.2300109863281,469.75,74303100.0
2022-01-12,SPY,473.20001220703125,468.94000244140625,471.5899963378906,471.0199890136719,67605400.0
2022-01-13,SPY,472.8800048828125,463.44000244140625,472.19000244140625,464.5299987792969,91173100.0
2022-01-14,SPY,465.0899963378906,459.8999938964844,461.19000244140625,464.7200012207031,95890900.0
2022-01-18,SPY,459.9599914550781,455.30999755859375,459.739990234375,456.489990234375,109709100.0
2022-01-19,SPY,459.6099853515625,451.4599914550781,458.1300048828125,451.75,109357600.0
2022-01-20,SPY,458.739990234375,444.5,453.75,446.75,122379700.0
2022-01-21,SPY,448.05999755859375,437.95001220703125,445.55999755859375,437.9800109863281,202271200.0
2022-01-24,SPY,440.3800048828125,420.760009765625,432.0299987792969,439.8399963378906,251783900.0
2022-01-25,SPY,439.7200012207031,427.1499938964844,433.05999755859375,434.4700012207031,167997300.0
2022-01-26,SPY,444.0400085449219,428.8599853515625,440.7200012207031,433.3800048828125,186391100.0
2022-01-27,SPY,441.5899963378906,429.45001220703125,438.260009765625,431.239990234375,149878300.0
2022-01-28,SPY,442.0,427.82000732421875,432.67999267578125,441.95001220703125,164457400.0
2022-01-31,SPY,450.2799987792969,439.80999755859375,441.239990234375,449.9100036621094,152251400.0
2022-02-01,SPY,453.6300048828125,446.94000244140625,450.67999267578125,452.95001220703125,123155400.0
2022-02-02,SPY,458.1199951171875,453.04998779296875,455.5,457.3500061035156,117361000.0
2022-02-03,SPY,452.9700012207031,445.7099914550781,450.95001220703125,446.6000061035156,118024400.0
2022-02-04,SPY,452.7799987792969,443.8299865722656,446.3500061035156,448.70001220703125,118454400.0
2022-02-07,SPY,450.989990234375,445.8500061035156,449.510009765625,447.260009765625,84472900.0
2022-02-08,SPY,451.9200134277344,445.2200012207031,446.7300109863281,450.94000244140625,81012000.0
2022-02-09,SPY,457.8800048828125,455.010009765625,455.2200012207031,457.5400085449219,92589900.0
2022-02-10,SPY,457.7099914550781,447.20001220703125,451.3399963378906,449.32000732421875,140103700.0
2022-02-11,SPY,451.6099853515625,438.94000244140625,449.4100036621094,440.4599914550781,153214600.0
2022-02-14,SPY,441.6000061035156,435.3399963378906,439.9200134277344,439.0199890136719,123006300.0
2022-02-15,SPY,446.2799987792969,443.17999267578125,443.7300109863281,446.1000061035156,88482700.0
2022-02-16,SPY,448.05999755859375,441.94000244140625,443.92999267578125,446.6000061035156,84863600.0
2022-02-17,SPY,446.57000732421875,436.4200134277344,443.2200012207031,437.05999755859375,102259100.0
2022-02-18,SPY,438.6600036621094,431.82000732421875,437.3299865722656,434.2300109863281,132642900.0
2022-02-22,SPY,435.5,425.8599853515625,431.8900146484375,429.57000732421875,124391800.0
2022-02-23,SPY,433.260009765625,421.3500061035156,432.6600036621094,421.95001220703125,132578000.0
2022-02-24,SPY,428.760009765625,410.6400146484375,411.0199890136719,428.29998779296875,213942900.0
2022-02-25,SPY,437.8399963378906,427.8599853515625,429.6099853515625,437.75,121804500.0
2022-02-28,SPY,438.20001220703125,430.70001220703125,432.0299987792969,436.6300048828125,145615000.0
2022-03-01,SPY,437.1700134277344,427.1099853515625,435.0400085449219,429.9800109863281,137785900.0
2022-03-02,SPY,439.7200012207031,431.57000732421875,432.3699951171875,437.8900146484375,117726500.0
2022-03-03,SPY,441.1099853515625,433.79998779296875,440.4700012207031,435.7099914550781,105501700.0
2022-03-04,SPY,433.3699951171875,427.8800048828125,431.75,432.1700134277344,113978200.0
2022-03-07,SPY,432.29998779296875,419.3599853515625,431.54998779296875,419.42999267578125,137896600.0
2022-03-08,SPY,427.2099914550781,415.1199951171875,419.6199951171875,416.25,164772700.0
2022-03-09,SPY,429.510009765625,422.82000732421875,425.1400146484375,427.4100036621094,116990800.0
2022-03-10,SPY,426.42999267578125,420.44000244140625,422.5199890136719,425.4800109863281,93972700.0
2022-03-11,SPY,428.7699890136719,419.5299987792969,428.1199951171875,420.07000732421875,95636300.0
2022-03-14,SPY,424.54998779296875,415.7900085449219,420.8900146484375,417.0,95729200.0
2022-03-15,SPY,426.8399963378906,418.4200134277344,419.7699890136719,426.1700134277344,106219100.0
2022-03-16,SPY,435.67999267578125,424.79998779296875,429.8900146484375,435.6199951171875,144954800.0
2022-03-17,SPY,441.07000732421875,433.19000244140625,433.5899963378906,441.07000732421875,102676900.0
2022-03-18,SPY,444.8599853515625,437.2200012207031,438.0,444.5199890136719,106345500.0
2022-03-21,SPY,446.4599914550781,440.67999267578125,444.3399963378906,444.3900146484375,88349800.0
2022-03-22,SPY,450.5799865722656,445.8599853515625,445.8599853515625,449.5899963378906,74650400.0
2022-03-23,SPY,448.489990234375,443.7099914550781,446.9100036621094,443.79998779296875,79426100.0
2022-03-24,SPY,450.5,444.760009765625,445.94000244140625,450.489990234375,64736900.0
2022-03-25,SPY,452.9800109863281,448.42999267578125,451.1600036621094,452.69000244140625,77101300.0
2022-03-28,SPY,455.9100036621094,450.05999755859375,452.05999755859375,455.9100036621094,68529800.0
2022-03-29,SPY,462.07000732421875,457.17999267578125,460.0199890136719,461.54998779296875,86581500.0
2022-03-30,SPY,461.20001220703125,456.4700012207031,460.3399963378906,458.70001220703125,79666900.0
2022-03-31,SPY,458.760009765625,451.1600036621094,457.8900146484375,451.6400146484375,121699900.0
2022-04-01,SPY,453.4599914550781,449.1400146484375,453.30999755859375,452.9200134277344,89048800.0
2022-04-04,SPY,456.9100036621094,452.260009765625,453.1300048828125,456.79998779296875,59601000.0
2022-04-05,SPY,457.8299865722656,449.82000732421875,455.2200012207031,451.0299987792969,74214500.0
2022-04-06,SPY,448.92999267578125,443.4700012207031,446.8900146484375,446.5199890136719,106898000.0
2022-04-07,SPY,450.69000244140625,443.5299987792969,445.5899963378906,448.7699890136719,78097200.0
2022-04-08,SPY,450.6300048828125,445.94000244140625,447.9700012207031,447.57000732421875,79272700.0
2022-04-11,SPY,445.0,439.3900146484375,444.1099853515625,439.9200134277344,89770500.0
2022-04-12,SPY,445.75,436.6499938964844,443.0799865722656,438.2900085449219,84363600.0
2022-04-13,SPY,444.1099853515625,437.8399963378906,438.0299987792969,443.30999755859375,74070400.0
2022-04-14,SPY,444.7300109863281,437.67999267578125,443.54998779296875,437.7900085449219,97869500.0
2022-04-18,SPY,439.75,435.6099853515625,436.80999755859375,437.9700012207031,66002500.0
2022-04-19,SPY,445.79998779296875,437.67999267578125,437.8599853515625,445.0400085449219,77821000.0
2022-04-20,SPY,447.57000732421875,443.4800109863281,446.9200134277344,444.7099914550781,65224400.0
2022-04-21,SPY,450.010009765625,437.1000061035156,448.5400085449219,438.05999755859375,85417300.0
2022-04-22,SPY,438.0799865722656,425.44000244140625,436.9100036621094,426.0400085449219,132471800.0
2022-04-25,SPY,428.69000244140625,418.8399963378906,423.6700134277344,428.510009765625,119647700.0
2022-04-26,SPY,426.0400085449219,416.07000732421875,425.8299865722656,416.1000061035156,103996300.0
2022-04-27,SPY,422.9200134277344,415.010009765625,417.239990234375,417.2699890136719,122030000.0
2022-04-28,SPY,429.6400146484375,417.6000061035156,422.2900085449219,427.80999755859375,105449100.0
